家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
3.2,99272605,2022年12月05日,2022年12月19日,福岡市西区愛宕２丁目３－１６  mapを見る,マイコーポ愛宕  103,福岡市空港線室見駅 徒歩6分 駅までmap 福岡市空港線姪浜駅 徒歩17分 駅までmap ,20㎡ / 約6.05坪,nan,1K,洋6, 南,nan,nan,nan,空有　6600円,nan,　,nan,nan,無,無,nan,無,nan,無,2000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,1階部分,1983[S58]年5月,空家,相談　2022年9月27日,プロパンガス　 電気　 上水道　 下水道　 エアコン　 トイレ　 洗濯機置場　 フローリング　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 インターネット使い放題　,ペット相談可　 猫可　 南向き　,洗濯物もラクラク干せるバルコニー付き。南向きのため、日中も明るいですよ。シューズボックス付きなので掃除もラクラクですね。駐輪場もあります。エアコンも付いてます。駐車場の空きについては要確認,専任媒介,nan,"
",西
4.9,98831696,2022年12月06日,2022年12月20日,福岡市西区今宿駅前１丁目３－２８  mapを見る,今宿ホワイトマンション  403,筑肥線今宿駅 徒歩2分 三菱電機前バス停 徒歩4分 駅までmap 筑肥線九大学研都市駅 徒歩18分 駅までmap ,44.55㎡ / 約13.48坪,nan,2DK,ＤＫ6／洋6／和6, 東,nan,nan,nan,空無,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,4階部分,1986[S61]年8月,空家,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 室内洗濯機置場　 駐輪場　 インターネット使い放題　 独立洗面脱衣所　,リノベーション　,RC造のマンションでお家賃おさえめ駐車場の空きについては要確認,専任媒介,nan,"
",西
6.5,99210989,2022年12月05日,2022年12月19日,福岡市西区姪の浜１丁目４－２７  mapを見る,フォーブル姪ノ浜  103,福岡市空港線姪浜駅 徒歩5分 姪浜２丁目バス停 徒歩3分 駅までmap 福岡市空港線室見駅 徒歩17分 駅までmap ,34.02㎡ / 約10.29坪,nan,1LDK,和6／和6／ＤＫ6, 南,nan,nan,nan,無,nan,　,nan,nan,無,1ヶ月 / 6.5万円,nan,無,nan,無,1000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上2階建,1階部分,1984[S59]年9月,空家,相談　2022年6月9日,都市ガス　 電気　 上水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ウォークインクローゼット　 ガスコンロ設置可　 室内洗濯機置場　 ＴＶモニタ付きインターホン　 駐輪場　 インターネット使い放題　 独立洗面脱衣所　,南向き　,駐輪場もあります。洗濯物もよく乾く嬉しい南向き。ＴＶモニタ付きのインターフォンでセキュリティも安心。料理もしやすい都市ガスキッチンです！,専任媒介,nan,"
",西
6.7,98943837,2022年12月05日,2022年12月19日,福岡市西区姪の浜５丁目４－２５  mapを見る,エルハイム内浜  307,福岡市空港線姪浜駅 徒歩7分 駅までmap 福岡市七隈線橋本駅 徒歩50分 駅までmap 福岡市空港線室見駅 徒歩28分 駅までmap ,56.83㎡ / 約17.19坪,nan,2LDK,ＬＤＫ13／和6／洋6, 南,nan,nan,nan,空有　9900円,nan,　,nan,nan,無,無,nan,無,nan,無,2000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,3階部分,1985[S60]年7月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 トイレ　 バス・トイレ別　 シャワー　 室内洗濯機置場　 バルコニー　 駐輪場　 独立洗面脱衣所　,南向き　,日中も明るい南向き。シューズボックス付きで玄関すっきり。来客時も安心ですね。バストイレ別で生活しやすい間取り。来客時も安心の脱衣所付き。音も響きにくいＲＣ構造の建物。駐車場の空きについては要確認,専任媒介,nan,"
",西
3.6,98246000,2022年12月05日,2022年12月19日,福岡市西区周船寺３丁目2-26  mapを見る,クレフラスト周船寺Ａ  203,筑肥線周船寺駅 徒歩7分 駅までmap ,壁芯25.23㎡ / 約7.63坪,nan,1K,洋8.5, 南西,nan,福岡市立周船寺小学校　距離876ｍ,私立福岡舞鶴誠和中学校　距離1829ｍ,空無,nan,　,nan,nan,無,無,実費,無,nan,無,3000円,無,有 アシスト保証※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,退去時清掃代：5万5000円鍵交換代：1万9800円安心サポート入会費：5000円,nan,安心サポート：1500円 / 月町費：450円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,2008[H20]年3月,居住中,予定　2022年12月中旬,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗面所　 洗面台　 シャンプードレッサー　 洗濯機置場　 室内洗濯機置場　 フローリング　 ＴＶモニタ付きインターホン　 駐輪場　 ２口コンロ　 独立洗面脱衣所　,ペット不可　 日当り良好　 閑静住宅街　 角部屋　,"オシャレなデザイナーズアパート！11/28退去予定！シャンドレ・ＴＶモニターホン等設備充実！当社の空室資料はこちらからダウンロードできます。ＩＤ、ＰＡＳＳは直接ご連絡下さい！！【ゼロ不動産管理ホームページ】http://www.zerokanri.co.jp/trader/index.html【雑費内訳】・安心サポート(保険)　入会金：5,000円(税別)　 月額：1,500円(税別)　・町費：450円",代理,nan,"
",西
4.1,99312654,2022年12月06日,2022年12月20日,福岡市西区姪浜駅南４丁目8-4  mapを見る,キャンサー  102,福岡市空港線姪浜駅 徒歩6分 駅までmap 福岡市空港線室見駅 徒歩14分 駅までmap 福岡市空港線藤崎駅 徒歩24分 駅までmap ,19.72㎡ / 約5.97坪,nan,1K,nan, 南,nan,nan,nan,無,nan,　,nan,nan,無,1ヶ月,nan,無,nan,無,3000円,無,無,nan,有、18000円、2年、エポス少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,11000円 ,カギ交換費用（契約時）：1万6500円,nan,町内会費（月額）：500円 / 月FUSOサポート24（月額）：880円 / 月,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,1階部分,2006[H18]年7月,居住中,期日指定　2023年1月下旬,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 温水洗浄便座　 洗面台　 室内洗濯機置場　 ロフト　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 ２口コンロ　 独立洗面脱衣所　 ブロードバンド　,角部屋　 南向き　,nan,代理,nan,"
",西
5.3,98899760,2022年12月06日,2022年12月20日,福岡市西区姪の浜６丁目１－２９  mapを見る,ポポラーレ姪浜  305,福岡市空港線姪浜駅 徒歩8分 駅までmap 福岡市空港線藤崎駅 徒歩25分 駅までmap 福岡市空港線室見駅 徒歩34分 駅までmap ,24.95㎡ / 約7.55坪,nan,1K,洋6.2, 南,nan,nan,nan,空有,nan,　,nan,nan,無,1ヶ月 / 5.3万円,nan,無,nan,無,3000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上8階建,3階部分,2007[H19]年7月,空家,相談　2022年10月3日,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 ＣＳ　 システムキッチン　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 ２口コンロ　,角部屋　 南向き　,女性の方にも安心してご入居いただけますよ。建物はしっかりとした造りのＲＣ構造。安心のバストイレ別。嬉しい室内洗濯機置き場。南向きのため、日中も明るいですよ。駐車場の空きについては要確認,専任媒介,nan,"
",西
6.4,99080480,2022年12月05日,2022年12月19日,福岡市西区石丸３丁目２２－１  mapを見る,清水ハイツⅠ  305,筑肥線下山門駅 徒歩13分 白十字病院前バス停 徒歩5分 駅までmap 筑肥線姪浜駅 徒歩20分 駅までmap ,63.06㎡ / 約19.08坪,nan,2LDK,nan, 南,nan,nan,nan,空有　5500円,nan,　,nan,nan,無,1ヶ月 / 6.4万円,nan,無,nan,無,無,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,3階部分,1984[S59]年1月,空家,相談　2021年5月22日,プロパンガス　 電気　 上水道　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 室内洗濯機置場　 駐輪場　 独立洗面脱衣所　,リノベーション　 南向き　,閑静な住宅地のファミリー向け2LDKです！都市高速道路のアクセス便利！駐車場の空きについては要確認,専任媒介,nan,"
",西
3.2,99156669,2022年12月05日,2022年12月19日,福岡市西区福重３丁目12-2  mapを見る,フォーチュンパレス新室見  405,新室見バス停 徒歩3分 福岡市空港線姪浜駅 徒歩19分 駅までmap 福岡市七隈線橋本駅 徒歩29分 駅までmap ,壁芯20.25㎡ / 約6.13坪,nan,ワンルーム,洋7, 北西,nan,nan,nan,空無,nan,　,nan,nan,無,無,実費,無,nan,無,4000円,無,有 日本セーフティ※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,安心サポート入会：5000円退去時清掃代：5万5000円鍵交換代：1万9800円,nan,安心サポート：1500円 / 月水道代：2750円 / 月町費：300円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上4階建,4階部分,1991[H3]年3月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ＩＨクッキングヒーター　 室内洗濯機置場　 フローリング　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 防犯カメラ　 玄関収納　 敷地内ゴミ置き場　,ペット不可　 角部屋　 フリーレント（1ヶ月）　 事務所使用可　 最上階　,"当社の空室資料はこちらからダウンロードできます。ＩＤ、ＰＡＳＳは直接ご連絡下さい！！【ゼロ不動産管理ホームページ】http://www.zerokanri.co.jp/trader/index.html【初期費用】鍵交換代：18,000円（税別）消毒代(必須)：12,500円（税別）保証会社：保証人有40％　無50％事務手数料：12,000円（税別）安心サポート：初回入会金5,000円(簡易消火器付)月額1,500円※安心サポートには24時間緊急サポートと家財保険が含まれます。",代理,nan,"
",西
6.5,99249495,2022年12月05日,2022年12月19日,福岡市西区石丸２丁目41-7  周辺mapを見る,新栄アンピール新姪浜  205号,筑肥線下山門駅 徒歩18分 ,52.07㎡ / 約15.75坪,nan,3DK,和 6･4.5　洋 4.5　DK 9,nan,nan,nan,nan,nan,nan,　,nan,nan,無,1ヶ月,nan,無,nan,無,nan,無,有 ジェイリース　月額賃料総額５０％（月額保証料を除く）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、20000円、2年、あいおいニッセイ同和損保（例）※契約者や条件によっては、内容が変更になる場合があります。,無,駐輪ステッカー１枚：200円,nan,月額保証料：1000円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上8階建,2階部分,1984[S59]年3月,空家,即時　,都市ガス　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 収納スペース　 システムキッチン　 洗面台　 洗濯機置場　 室内洗濯機置場　 フローリング　 ２面バルコニー　 エレベーター　 ＴＶモニタ付きインターホン　 駐輪場　 防犯カメラ　,二人入居可　 閑静住宅街　 分譲タイプ　 角部屋　,☆礼金１ヶ月に減額しました！☆Ｒ４．７月リフォーム完了！☆石丸小学校・下山門中学校区！☆分譲賃貸、角部屋日当たり良好３ＤＫ！嬉しいシステムキッチン！☆都市高速経由で天神まで約３０分、都市高速経由で博多まで約４３分！☆追焚き機能付き！☆モニター付きインターホン、防犯カメラ設備で防犯面も安心☆※１年未満解約時、違約金賃料２ヵ月分、２年未満解約時、違約金賃料１ヵ月分※駐輪ステッカー１枚２００円（入居時管理組合に直接）※月額保証料には口座振替手数料と２４時間サポート料を含む※現況優先※駐車場現在満車,代理,nan,"
",西
