家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
3.0,99221355,2022年12月05日,2022年12月19日,福岡市城南区神松寺２丁目11-12  mapを見る,パンルネックス・クリスタル福大東  312,福岡市七隈線七隈駅 徒歩20分 駅までmap 福岡市七隈線福大前駅 徒歩26分 駅までmap ,壁芯21㎡ / 約6.35坪,nan,ワンルーム,洋8, 南 3㎡,nan,nan,nan,空有　8000円,自走（平置きも含む）,　,駐車場現況は共用部管理会社へ確認 ビジネス・ワンファシリティーズ524-7211,2ヶ月 ,無,無,nan,無,nan,無,3000円,無,有 加入要※契約者や条件によっては、内容が変更になる場合があります。,nan,有、16000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,鍵交換代：1万6500円室内消毒代：1万1000円,nan,24時間緊急サポート：800円 / 月町費：300円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上4階建,3階部分,1995[H7]年2月,空家,即時　,エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ＩＨクッキングヒーター　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 オール電化　 バイク置場(屋外）　,ペット不可　 日当り良好　 分譲タイプ　 フリーレント　,"春入居3/1賃料発生OK、ご相談ください。※自転車・バイクは空きスペースに停める形になります。状況は現地をご確認ください。※駐車場：5/24現在、複数台空きあり。現況は共用部管理会社へ確認ください。※照明はサービス設置・短期解約違約金（1年未満：賃料2ヶ月、2年未満：賃料1ヶ月）・24時間緊急サポート料：月額800円・鍵交換代（税別）：15,000円・室内消毒代（任意・税別）：10,000円・火災保険料：16,000円/2年・保証会社：要加入・契約更新事務手数料（税別）：10,000円/2年",専任媒介,nan,"
",城南
3.5,98993837,2022年12月06日,2022年12月20日,福岡市城南区七隈５丁目12-45  mapを見る,城戸コーポ  101,福岡市七隈線七隈駅 徒歩11分 七隈四つ角バス停 徒歩7分 駅までmap ,51.34㎡ / 約15.53坪,nan,2LDK,和 6　洋 6　LDK 12,nan,nan,nan,nan,空無,nan,　,nan,nan,1ヶ月,2ヶ月,nan,無,nan,無,3000円,300円,nan,nan,有、15000円、2年、火災（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,定期借家,2年,nan,巡回,nan,木造,nan,nan,地上2階建,1階部分,1990[H2]年4月,空家,相談　,都市ガス　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ガスコンロ設置可　 洗面所　 洗面台　 室内洗濯機置場　 フローリング　,閑静住宅街　,角部屋・３面採光Ｊ：ｃｏｍ　Ｉｎ　Ｍｙ　Ｒｏｏｍ　４０Ｍ　Ｗｉ－Ｆｉ対応インターネット無料,専任媒介,米田　貴久,"
										TEL：092-801-7007
",城南
2.6,99197369,2022年12月05日,2022年12月19日,福岡市城南区七隈７丁目7-1  mapを見る,サクラハイツ  202,福岡市七隈線七隈駅 徒歩4分 駅までmap 福岡市七隈線福大前駅 徒歩10分 駅までmap 福岡市七隈線金山駅 徒歩13分 駅までmap ,内法20㎡ / 約6.05坪,nan,ワンルーム,nan,nan,nan,nan,nan,空無,nan,　,nan,nan,無,無,実費,無,nan,無,2000円,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,"家賃総額60％（更新料あり1万円） 又は100％（更新料なし）学生1万円（更新料なし） ＊最低保証料25,000円 ＊保証会社収納代行必須 ＊各プラン月額400円（引落手数料も含まれます。）",有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,nan,nan,町費：200円 / 月くらシード２４M：800円 / 月火災保険料：800円 / 月,nan,2年,nan,nan,nan,軽量鉄骨,nan,nan,地上2階建,2階部分,1995[H7]年3月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 洗濯機置場　 フローリング　 バルコニー　 ＣＡＴＶインターネット　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　 フリーレント　,"初期安プラン【ipac】あります。家賃・・・・契約月日割りフリーレント共益費・・・契約月日割りフリーレント町費・・・・契約月フリーレントくらシード24・契約月フリーレント保険料・・・800円/月額（ipac費用に含む為、契約月請求無し）鍵代・・・・家主負担保証料・・・家主負担　※保証会社によっては更新料有り事務手数料・無しipac費用・・10,000円合計　10,000円　で契約可能ですヽ(´▽｀)/【通常契約】詳細鍵代・・・・・16,500円(内消費税1,500円)保証料・・・・家賃総額60％（更新料あり1万円）又は100％（更新料なし）学生1万円（更新料なし）＊最低保証料25,000円 ＊保証会社収納代行必須＊各プラン月額400円（引落手数料も含まれます。）消毒・・・・・16,500円(内消費税1,500円)事務手数料・・5,500円(内消費税500円)　＜共通特約＞○退去時ハウスクリーニング代として家賃1ヶ月分○短期解約違約金　1年未満・・家賃2ヶ月分、1年以上２年未満・・１ヶ月○更新事務手数料2年毎22,000円(内消費税2,000円)○2年未満で解約の場合、上記FR期間分の賃料は違約金として　請求がかかります○連帯保証人様の債務極度額は賃料・共益費を合算した36か月分です。お気軽にお問い合わせください。空室募集専用サイト　⇒　https://inet.bukkaku.jp/営業時間10：00～18：00店休日　日曜日　（年末年始・GW・お盆　はお休みします）",代理,高木,"
										TEL：092-737-7050
",城南
5.5,99312860,2022年12月05日,2022年12月19日,福岡市城南区東油山１丁目8-未定  mapを見る,仮称 プレステージ城南区東油山  101,油山団地口バス停 徒歩1分 ,31.39㎡ / 約9.50坪,nan,1LDK,ＬＤＫ8.7／洋3.9, 西,nan,nan,nan,空有　7700円,自走（平置きも含む）,　,nan,nan,無,無,実費,無,nan,無,4000円,無,有 スマート保証※契約者や条件によっては、内容が変更になる場合があります。,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,トーマスclub：880円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,1階部分,2023[R5]年2月（新築）,未完成,予定　2023年2月下旬,プロパンガス　 冷房　 暖房　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ウォークインクローゼット　 システムキッチン　 洗面台　 室内洗濯機置場　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　 インターネット対応　 シューズボックス　 敷地内ゴミ置き場　,ペット相談可　 小型犬可　 猫可　 角部屋　,■ペット飼育条件■・礼金１ヶ月追加・小型犬もしくは猫1匹のみ・飼養細則・誓約書内容を遵守できる方のみ・無断飼育発覚時は無断飼育違約金として賃料1ヶ月分(破損汚損等の補修費別途実費)■短期解約違約金■12ヶ月未満は賃料2ヶ月・24ヶ月未満は賃料1ヶ月■注意事項■・町費未定・入居開始日や内装仕様など工事内容の変更に伴い、事前告知なく変更が生じる場合がございます（R4.12.5 工事遅延に伴い、入居開始時期が2月上旬から下旬へ変更となりました）,代理,nan,"
",城南
4.85,99306057,2022年12月05日,2022年12月19日,福岡市城南区長尾５丁目10-30  mapを見る,ＬｉｖｅＬａｎｄ長尾  103,福岡市七隈線茶山駅 徒歩32分 駅までmap 福岡市七隈線七隈駅 徒歩23分 駅までmap ,内法25.73㎡ / 約7.78坪,nan,1K,Ｋ3.3／洋5.7,nan,nan,nan,nan,無,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,3000円,無,無,nan,有、18000円、2年、日本共済（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,nan,nan,２４時間サポート：660円 / 月町費：300円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上3階建,1階部分,2022[R4]年7月（新築）,空家,即時　,プロパンガス　 エアコン　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 システムキッチン　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 オートロック　 ＴＶモニタ付きインターホン　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 全居室フローリング　 インターネット対応　 敷地内ゴミ置き場　,ペット相談可　 小型犬可　 猫可　 角部屋　,"※物件のお問い合わせは下記担当者携帯までご連絡下さい。FAX番号:(092)707-7099入居時消毒代16,500円（税込）退去時クリーニング代　38,500円（税込）短期解約違約金　1年未満2か月　1年以上2年未満1ヶ月ペット飼育時礼金１ヶ月UPもしくは家賃3,000円ＵＰ",貸主,松森,"
										TEL：080-8592-6749
",城南
3.6,99254900,2022年12月05日,2022年12月19日,福岡市城南区茶山２丁目2-30  mapを見る,ルミナス茶山  206,福岡市七隈線茶山駅 徒歩5分 駅までmap 福岡市七隈線別府駅 徒歩15分 駅までmap 福岡市七隈線金山駅 徒歩12分 駅までmap ,23.18㎡ / 約7.01坪,nan,1K,nan,nan,nan,福岡市立田島小学校　距離271ｍ,福岡市立城南中学校　距離1290ｍ,空有　8800円,nan,　,nan,nan,無,無,実費,無,nan,無,3000円,無,有 ジェイリース（収納代行（引落手数料は入居者負担です））※契約者や条件によっては、内容が変更になる場合があります。,初回のみ月額の80%,有、19000円、2年、あそしあ少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料5500円 ,鍵交換費用：1万6500円抗菌施工代：1万6500円,nan,安心サポート：500円 / 月町費：200円 / 月,nan,2年,nan,nan,nan,軽量鉄骨,nan,nan,地上2階建,2階部分,1999[H11]年3月,空家,相談　（7/10退去）,プロパンガス　 エアコン　 トイレ　 バス・トイレ別　 シャワー　 ガスコンロ設置可　 室内洗濯機置場　 フローリング　 全居室フローリング　 敷地内ゴミ置き場　,ペット不可　,更新事務手数料　５，５００円（2年毎）,代理,nan,"
										TEL：092-710-5982
",城南
6.0,99312893,2022年12月05日,2022年12月19日,福岡市城南区東油山１丁目8-未定  mapを見る,仮称 プレステージ城南区東油山  502,油山団地口バス停 徒歩1分 ,31.13㎡ / 約9.42坪,nan,1LDK,ＬＤＫ8.6／洋3.2, 西,nan,nan,nan,空有　7700円,自走（平置きも含む）,　,nan,nan,無,無,実費,無,nan,無,4000円,無,有 スマート保証※契約者や条件によっては、内容が変更になる場合があります。,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,トーマスclub：880円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,5階部分,2023[R5]年2月（新築）,未完成,予定　2023年2月下旬,プロパンガス　 冷房　 暖房　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 システムキッチン　 カウンターキッチン　 洗面台　 室内洗濯機置場　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　 インターネット対応　 シューズボックス　 敷地内ゴミ置き場　,ペット相談可　 小型犬可　 猫可　 最上階　,■ペット飼育条件■・礼金１ヶ月追加・小型犬もしくは猫1匹のみ・飼養細則・誓約書内容を遵守できる方のみ・無断飼育発覚時は無断飼育違約金として賃料1ヶ月分(破損汚損等の補修費別途実費)■短期解約違約金■12ヶ月未満は賃料2ヶ月・24ヶ月未満は賃料1ヶ月■注意事項■・町費未定・入居開始日や内装仕様など工事内容の変更に伴い、事前告知なく変更が生じる場合がございます（R4.12.5 工事遅延に伴い、入居開始時期が2月上旬から下旬へ変更となりました）,代理,nan,"
",城南
2.5,99247550,2022年12月05日,2022年12月19日,福岡市城南区西片江２丁目35-6  mapを見る,アネックス西片江  210,福岡市七隈線福大前駅 徒歩9分 駅までmap ,壁芯24.6㎡ / 約7.44坪,nan,1K,洋8, 南,nan,nan,nan,空有　5500円,自走（平置きも含む）,【 屋根状況　屋根なし 】　,1台空きあり。先着順です。,nan,無,無,実費,無,nan,無,3000円,100円,有 全保連（社会人総額家賃の50％or80%）※契約者や条件によっては、内容が変更になる場合があります。,学生プラン8000,有、16000円、2年、SBI損保（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万6500円退去時清掃代退去時：2万7500円,nan,月額固定水道料：2500円 / 月町費：100円 / 月くらシード：880円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上2階建,2階部分,1989[H1]年3月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 洗面台　 洗濯機置場　 フローリング　 駐輪場　 24時間セキュリティ　 バイク置場(屋外）　 バイク駐輪場（大型可）　 ２口コンロ　 インターネット使い放題　 火災報知機　 ＣＡＴＶインターネット　,ペット不可　 日当り良好　 閑静住宅街　,大型バイク駐輪可能。短期解約違約金家賃の3か月分,一般媒介,伊野,"
										TEL：090-8760-4111
",城南
1.8,99163748,2022年12月06日,2022年12月20日,福岡市城南区田島２丁目19-16  周辺mapを見る,レジデンス田島ソフィー２１ ,福岡市七隈線別府駅 徒歩8分 別府６丁目バス停 徒歩5分 福岡市七隈線茶山駅 徒歩10分 ,19㎡ / 約5.75坪,nan,1K,洋 7.5　K 2,nan,nan,nan,nan,空有　7700円,nan,　,nan,nan,無,1ヶ月,nan,無,nan,無,2000円,300円,nan,nan,有、15000円、2年、家財（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,定期借家,2年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,1990[H2]年1月,空家,即時　,エアコン　 給湯　 トイレ　 バス・トイレ同　 シャワー　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗面台　 洗濯機置場　 フローリング　 駐輪場　,閑静住宅街　,閑静な住宅街。オシャレな外観。学生さん歓迎。駐車場別契約　月額７，５６０円／敷金２ヶ月,専任媒介,nan,"
										TEL：092-801-7007
",城南
2.5,99163758,2022年12月06日,2022年12月20日,福岡市城南区友泉亭８－１６  周辺mapを見る,サニーハイム友泉  301,長尾１丁目バス停 徒歩2分 ,18㎡ / 約5.45坪,nan,1K,洋 7,nan,nan,nan,nan,近隣確保　8800円,nan,　,nan,nan,無,無,nan,無,nan,無,2000円,300円,nan,nan,有、15000円、2年、火災（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,水道料：2600円 / 月,定期借家,2年,nan,巡回,nan,ＲＣ,nan,nan,地上3階建,3階部分,1998[H10]年3月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 ＩＨクッキングヒーター　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　,nan,油山観光通りすぐです！バス・トイレ別でこの金額です！,専任媒介,nan,"
										TEL：092-801-7007
",城南
5.8,99312886,2022年12月05日,2022年12月19日,福岡市城南区東油山１丁目8-未定  mapを見る,仮称 プレステージ城南区東油山  301,油山団地口バス停 徒歩1分 ,31.39㎡ / 約9.50坪,nan,1LDK,ＬＤＫ8.7／洋3.9, 西,nan,nan,nan,空有　7700円,自走（平置きも含む）,　,nan,nan,無,無,実費,無,nan,無,4000円,無,有 スマート保証※契約者や条件によっては、内容が変更になる場合があります。,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,トーマスclub：880円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,3階部分,2023[R5]年2月（新築）,未完成,予定　2023年2月下旬,プロパンガス　 冷房　 暖房　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ウォークインクローゼット　 システムキッチン　 洗面台　 室内洗濯機置場　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　 インターネット対応　 シューズボックス　 敷地内ゴミ置き場　,ペット相談可　 小型犬可　 猫可　 角部屋　,■ペット飼育条件■・礼金１ヶ月追加・小型犬もしくは猫1匹のみ・飼養細則・誓約書内容を遵守できる方のみ・無断飼育発覚時は無断飼育違約金として賃料1ヶ月分(破損汚損等の補修費別途実費)■短期解約違約金■12ヶ月未満は賃料2ヶ月・24ヶ月未満は賃料1ヶ月■注意事項■・町費未定・入居開始日や内装仕様など工事内容の変更に伴い、事前告知なく変更が生じる場合がございます（R4.12.5 工事遅延に伴い、入居開始時期が2月上旬から下旬へ変更となりました）,代理,nan,"
",城南
6.5,98034359,2022年12月05日,2022年12月19日,福岡市城南区南片江４丁目９－１０  mapを見る,アムールボン・アンジュⅠ  103,福岡市七隈線福大前駅 徒歩21分 南町バス停 徒歩6分 駅までmap 福岡市七隈線梅林駅 徒歩26分 駅までmap ,64.59㎡ / 約19.54坪,nan,3LDK,ＬＤＫ10.8／洋6.5／洋6／洋5.6, 南,nan,nan,nan,無,nan,　,nan,nan,無,1ヶ月 / 6.5万円,nan,無,nan,無,2000円,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,1階部分,2007[H19]年7月,空家,相談　2022年11月12日,プロパンガス　 電気　 上水道　 エアコン　 追焚機能　 トイレ　 バス・トイレ別　 ＣＡＴＶ　 ガスコンロ設置可　 シャンプードレッサー　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 インターネット使い放題　,南向き　,nan,専任媒介,nan,"
",城南
4.0,99316434,2022年12月05日,2022年12月19日,福岡市城南区田島１丁目3-4  mapを見る,ニッセンハイツ  203,福岡市七隈線別府駅 徒歩13分 駅までmap 福岡市七隈線六本松駅 徒歩16分 駅までmap 福岡市七隈線茶山駅 徒歩17分 駅までmap ,38㎡ / 約11.50坪,nan,2DK,和6／和6,nan,nan,nan,nan,空無,nan,　,nan,nan,無,1ヶ月,nan,無,nan,2000円,nan,無,nan,nan,有※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,保険：1200円 / 月安心サポート：880円 / 月,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,1984[S59]年6月,居住中,相談　,プロパンガス　 給湯　 トイレ　 バス・トイレ別　 シャワー　 洗濯機置場　 室内洗濯機置場　 フローリング　 バルコニー　 和室有　 押入れ　 敷地内ゴミ置き場　,ペット相談可　 小型犬可　 角部屋　,退去時清掃代として35000円(税別）,一般媒介,nan,"
",城南
2.5,99163753,2022年12月06日,2022年12月20日,福岡市城南区友丘２丁目1-46  周辺mapを見る,マツヤハウス  202,友丘バス停 徒歩2分 ,23㎡ / 約6.96坪,nan,1K,洋 7　K 3,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,2000円,無,nan,nan,有、家財（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,定期借家,2年,nan,nan,nan,その他,nan,nan,地上2階建,2階部分,1991[H3]年3月,空家,相談　,エアコン　 バス・トイレ別　 シャワー　 収納スペース　 洗濯機置場　 フローリング　 バルコニー　,nan,nan,一般媒介,nan,"
",城南
4.2,99318627,2022年12月05日,2022年12月19日,福岡市城南区南片江１丁目1-26  mapを見る,レトアN2  102,福岡市七隈線福大前駅 徒歩23分 駅までmap 片江営業所バス停 徒歩5分 ,壁芯40.9㎡ / 約12.37坪,nan,1LDK,ＬＤＫ13／洋7, 南西,nan,福岡市立南片江小学校　距離528ｍ,福岡市立片江中学校　距離1304ｍ,空有　7700円,自走（平置きも含む）,　,駐車場仲介手数料1ヶ月,7700円,1ヶ月,1ヶ月,実費,無,nan,無,3000円,無,有 オリコ（月額：毎月支払い額の１％）※契約者や条件によっては、内容が変更になる場合があります。,"15,000円(最低保証料）",有、17000円、2年、東京海上ウエスト（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,nan,nan,2年,nan,nan,nan,軽量鉄骨,nan,nan,地上2階建,2階部分,1999[H11]年3月,居住中,相談　（2022年12月20日退去予定）,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 ガスコンロ設置可　 洗面所　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 独立洗面脱衣所　 浴室に窓　 全居室フローリング　 シューズボックス　,ペット不可　 日当り良好　 閑静住宅街　,"■退去時清掃代20,000円＋税",一般媒介,nan,"
",城南
3.7,99292568,2022年12月05日,2022年12月19日,福岡市城南区樋井川２丁目10-12  mapを見る,シティーベール樋井川  102,長尾公園バス停 徒歩10分 下堤バス停 徒歩7分 ,34㎡ / 約10.29坪,nan,1LDK,洋9／和4.5／ロフト4.5,nan,nan,nan,nan,空有　5500円,nan,【 屋根状況　屋根なし 】　,nan,nan,無,無,実費,無,nan,無,3000円,無,有 全保連（初回保証料50％、年更新1万円）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、17000円、2年、東京海上ウエスト少額保険（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,鍵交換代：1万7600円エアコン洗浄(任意)：1万3200円,nan,ホゼナル24：880円 / 月,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,1階部分,1988[S63]年2月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 収納スペース　 ガスコンロ設置可　 ロフト　 ＴＶモニタ付きインターホン　 和室有　 押入れ　,ペット相談可　 小型犬可　 猫可　 閑静住宅街　,※心理的瑕疵あり※■小型犬or猫 1匹飼育可！！　小型犬・礼金1ヵ月プラス、猫・礼金2ヶ月プラス■退去時清掃代　賃料1ヵ月＋消費税■短期解約違約金　1年未満1ヶ月,代理,蒲原,"
										TEL：080-3707-6802
",城南
9.5,99308489,2022年12月05日,2022年12月19日,福岡市城南区鳥飼６丁目3-10  mapを見る,カインド鳥飼  204,福岡市七隈線別府駅 徒歩4分 駅までmap ,67.2㎡ / 約20.33坪,nan,3LDK,洋6／洋5／和6／ＬＤＫ10, 南,nan,nan,nan,空無,機械,　,nan,nan,3ヶ月,無,敷引 3ヶ月,無,nan,無,nan,250円,有 あんしん保証株式会社※契約者や条件によっては、内容が変更になる場合があります。,"初回10,000円・毎月1.89%",有、20000円、2年、富士火災（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,1年,nan,nan,nan,ＲＣ,nan,nan,地上8階建,2階部分,1995[H7]年11月,空家,相談　,都市ガス　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 システムキッチン　 洗面所　 洗面台　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 エレベーター　 オートロック　 駐輪場　 ２口コンロ　 独立洗面脱衣所　,ペット不可　 日当り良好　 角部屋　,"機械式駐車場の為、車輌制限有保証会社・あんしん保証：初回10,000円・毎月1.89%",専任媒介,nan,"
",城南
5.5,99312875,2022年12月05日,2022年12月19日,福岡市城南区東油山１丁目8-未定  mapを見る,仮称 プレステージ城南区東油山  105,油山団地口バス停 徒歩1分 ,31.39㎡ / 約9.50坪,nan,1LDK,ＬＤＫ8.7／洋3.9, 東,nan,nan,nan,空有　7700円,自走（平置きも含む）,　,nan,nan,無,無,実費,無,nan,無,4000円,無,有 スマート保証※契約者や条件によっては、内容が変更になる場合があります。,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,トーマスclub：880円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,1階部分,2023[R5]年2月（新築）,未完成,予定　2023年2月下旬,プロパンガス　 冷房　 暖房　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ウォークインクローゼット　 システムキッチン　 洗面台　 室内洗濯機置場　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　 インターネット対応　 シューズボックス　 敷地内ゴミ置き場　,ペット相談可　 小型犬可　 猫可　 角部屋　,■ペット飼育条件■・礼金１ヶ月追加・小型犬もしくは猫1匹のみ・飼養細則・誓約書内容を遵守できる方のみ・無断飼育発覚時は無断飼育違約金として賃料1ヶ月分(破損汚損等の補修費別途実費)■短期解約違約金■12ヶ月未満は賃料2ヶ月・24ヶ月未満は賃料1ヶ月■注意事項■・町費未定・入居開始日や内装仕様など工事内容の変更に伴い、事前告知なく変更が生じる場合がございます（R4.12.5 工事遅延に伴い、入居開始時期が2月上旬から下旬へ変更となりました）,代理,nan,"
",城南
6.1,99062212,2022年12月05日,2022年12月19日,福岡市城南区梅林２丁目11-13  mapを見る,エリーナハイツ梅林駅前  101,福岡市七隈線梅林駅 徒歩4分 駅までmap 梅林駅バス停 徒歩3分 ,壁芯43.51㎡ / 約13.16坪,nan,1LDK,ＬＤＫ12／洋4.4, 南,nan,七隈　距離1130ｍ,梅林　距離420ｍ,無,nan,　,nan,nan,無,2ヶ月,実費,無,nan,無,2000円,無,有 ナップ賃貸保証※契約者や条件によっては、内容が変更になる場合があります。,月額賃料の80％又は50％＋毎年10％更新料,有、18000円、2年、宅建ファミリー共済（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,木造,nan,nan,地上3階建,1階部分,2015[H27]年3月,空家,相談　,プロパンガス　 エアコン　 給湯　 追焚機能　 バス・トイレ別　 温水洗浄便座　 ウォークインクローゼット　 システムキッチン　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 オートロック　 ＴＶモニタ付きインターホン　 インターネット使い放題　 独立洗面脱衣所　 エアコン２台以上　 玄関収納　 ３口コンロ以上　 耐震構造　,日当り良好　 閑静住宅街　 角部屋　,駅近☆築浅物件☆インターネット無料地下鉄梅林駅徒歩４分の好立地、2015年築の１ＬＤＫ、設備充実【インターネット無料】■　暮らしのインフォメーション━━━━━━━━━━━━━━━・・・・・ イオン野芥店　約1080mマルキョウ野芥店　約1050mセブンイレブン福岡梅林７丁目店　約280mホリディスポーツクラブ福岡梅林　約190m西南杜湖畔公園　約940m福岡大学 正門　約1000m福岡大学 医学部　約400m福岡大学病院　約520m     福西会病院　約1000m城南郵便局　約1240m福岡銀行 野芥支店　約1140m 　　   西日本シティ銀行 野芥支店　約1110m,代理,nan,"
",城南
3.8,97948690,2022年12月06日,2022年12月20日,福岡市城南区別府５丁目８－７  mapを見る,メイプル・ヴィラ別府  301,福岡市七隈線別府駅 徒歩6分 中村大学前バス停 徒歩2分 駅までmap 福岡市七隈線六本松駅 徒歩15分 駅までmap ,20.81㎡ / 約6.30坪,nan,1K,洋7, 東,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,無,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上3階建,3階部分,1995[H7]年8月,空家,相談　2022年7月1日,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ガスコンロ設置可　 洗面台　 洗濯機置場　 フローリング　 照明器具付き　 バルコニー　 ＴＶモニタ付きインターホン　 出窓　,ペット相談可　 リノベーション　,スーパー、コンビニ、ドラッグストア等もすぐそばで便利な立地です。,専任媒介,nan,"
",城南
