家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
5.0,99298323,2022年12月05日,2022年12月19日,福岡市博多区吉塚２丁目17-24  mapを見る,スマートホテル  203,鹿児島本線吉塚駅 徒歩7分 駅までmap ,壁芯19.29㎡ / 約5.84坪,nan,1K,ロフト, 1.62㎡,nan,nan,nan,無,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,3000円,無,有 日本セーフティー株式会社（更新料：月払い800円　※収納代行必須。）※契約者や条件によっては、内容が変更になる場合があります。,総額賃料の50％,有、貸主指定保険加入必須（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,くらしーど24M：550円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,2007[H19]年1月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 システムキッチン　 室内洗濯機置場　 ロフト　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 出窓　 ２口コンロ　 インターネット使い放題　 内廊下　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　 角部屋　,"【その他初期費用】・鍵交換費：16,500円（税込）・クリーンコート（抗菌施工費）：11,000円（税込）【退去時】・退去時清掃費：33,000円（税込）【更新時】・更新事務手数料：11,000円（税込）/2年毎",代理,nan,"
",博多
5.3,99306931,2022年12月05日,2022年12月19日,福岡市博多区博多駅南３丁目5-27  mapを見る,パークアクシス博多駅南  905,福岡市空港線博多駅 徒歩13分 駅までmap ,壁芯23.3㎡ / 約7.05坪,nan,1K,洋6.7, 南西,nan,福岡市立東住吉小学校　距離448ｍ,福岡市立東住吉中学校　距離450ｍ,空有,機械,　,nan,2ヶ月 ,1ヶ月,無,実費,無,nan,無,3000円,無,"有 オリコフォレントインシュア（保証会社費用：初回：月額費用の50％、1年ごとに金10,000円）※契約者や条件によっては、内容が変更になる場合があります。",保証会社費用：初回：月額費用の50％,有、10030円、1年、リビングＦＩＴ（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上12階建地下12階建,9階部分,2007[H19]年3月,空家,相談　,都市ガス　 エアコン　 給湯　 トイレ　 シャワー　 温水洗浄便座　 収納スペース　 洗面所　 洗面台　 シャンプードレッサー　 洗濯機置場　 室内洗濯機置場　 浴室乾燥機　 フローリング　 ディンプルキー　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 24時間換気システム　 インターネット使い放題　,角部屋　 外観タイル張り　,"原則保証会社加入要。角部屋905号は内装前ですが、ご見学可能です。（12月5日現在）内見後にお申込みください。『新型コロナウイルス感染拡大等の影響により、住宅設備機器等の供給遅延が発生しておりますため、入居予定時期等が変更になる場合があります。』・保証会社加入要す。【※法人契約は敷金2ケ月。大手法人契約等は保証会社未加入の場合あり。】 ・保証会社費用：初回：月額費用の50％、1年ごとに金10,000円。 ・火災保険（借家賠保険）は1年約10,030円前後の4プランからお選びいただきます（2年契約2万円前後のプランもご用意しております）・水曜日・日曜日以外は、賃貸管理センター　電話092-711-1731へもお問合せください。・インターネットはＪｃｏｍＷｉｆｉ（事前連絡・設定接続が必要です。）(家賃込みで無料）ＪＲ鹿児島本線「博多」駅徒歩13分角部屋　1Ｋエレベーター２基■周辺環境■サニー駅南店（スーパー、24時間営業）まで約70ｍ（徒歩1分）マルショク駅南店（スーパー）まで約190ｍ（徒歩3分）ファミリーマート博多駅南三丁目店まで約30ｍ（徒歩1分）ドラッグイレブン博多駅南店まで約110ｍ（徒歩2分）セブンイレブン博多駅南店まで約180ｍ（徒歩3分）セブンイレブン博多瑞穂南店まで約190ｍ（徒歩4分）ローソン筑紫通比恵町店まで約210ｍ（徒歩3分）山王公園まで約730ｍ（徒歩10分）",専任媒介,nan,"
										TEL：092-718-3221
",博多
5.7,99312777,2022年12月05日,2022年12月19日,福岡市博多区榎田１丁目９－１３  周辺mapを見る,プレステージ東比恵  708,福岡市空港線東比恵駅 徒歩9分 榎田町バス停 徒歩4分 鹿児島本線博多駅 徒歩26分 ,24.88㎡ / 約7.53坪,nan,1K,洋6.7, 南東,nan,nan,nan,空有　1万1000円,nan,　,nan,1万円,無,無,nan,無,nan,無,3000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上10階建,7階部分,2005[H17]年12月,居住中,相談　,プロパンガス　 電気　 上水道　 下水道　 給湯　 トイレ　 バス・トイレ別　 シャワー　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",博多
5.5,99295645,2022年12月05日,2022年12月19日,福岡市博多区下川端町8-4  mapを見る,ドリーム川端壱番館  503,福岡市空港線中洲川端駅 徒歩1分 駅までmap ,壁芯25㎡ / 約7.56坪,nan,1K,洋8／Ｋ2, 北,nan,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,無,nan,無,nan,nan,有※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万9800円ルームケアプラス：3万8500円,nan,浄水器リース代：1100円 / 月プラスライフ24：990円 / 月水町費：3000円 / 月,nan,1年,nan,nan,nan,ＲＣ,nan,nan,地上10階建,5階部分,2004[H16]年1月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 システムキッチン　 洗面台　 洗濯機置場　 室内洗濯機置場　 浴室乾燥機　 フローリング　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 出窓　,閑静住宅街　 バリアフリー　 角部屋　 外観タイル張り　 高齢者相談　,nan,代理,nan,"
",博多
3.8,99308879,2022年12月05日,2022年12月19日,福岡市博多区博多駅前１丁目11-15  mapを見る,ノアーズアーク博多駅前  501,鹿児島本線博多駅 徒歩3分 駅までmap 福岡市空港線祇園駅 徒歩3分 駅までmap 福岡市空港線博多駅 徒歩3分 駅までmap ,壁芯19.24㎡ / 約5.82坪,nan,1K,洋, 北東,nan,福岡市立堅粕小学校　距離640ｍ,福岡市立東光中学校　距離1105ｍ,空有　3万3000円,機械,【 屋根状況　屋根あり 】　,礼金１ヶ月。その他条件・空室状況はお問い合わせ下さい。※サイズ制限有り,nan,無,無,実費,無,nan,無,7000円,無,有 Casa・GTN等（管理物件毎に保証会社が異なりますので、ご確認ください。）※契約者や条件によっては、内容が変更になる場合があります。,保証会社によって異なります。,有、16000円、2年、AIG保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万9800円事務手数料：5500円退去時ハウスCL代：2万2000円退去時エアコンCL代：1万1000円,nan,水道代：2200円 / 月,nan,2年,nan,巡回,nan,ＳＲＣ,nan,nan,地上9階建,3階部分,1990[H2]年9月,居住中,相談　（12/5退去予定。）,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＢＳ端子　 収納スペース　 室内洗濯機置場　 フローリング　 ディンプルキー　 バルコニー　 エレベーター　 オートロック　 コインランドリー　 インターネット使い放題　 防犯カメラ　 火災報知機　 全居室フローリング　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　 角部屋　 外観タイル張り　 内装リフォーム　 外装リフォーム　 保証人不要　,"更新事務手数料(2年毎)11,000円交通と商業施設がＪＲ博多シティ近隣。防犯カメラ・オートロック・ディンプルキーの安心セキュリティ。物件向かいの出来町公園の改修工事が完成し、憩いの場所になっています。",専任媒介,小島　淳子,"
										TEL：092-282-1512
",博多
13.2,99314747,2022年12月05日,2022年12月19日,福岡市博多区竹丘町１丁目６以下未定  周辺mapを見る,レイクヒルズ桜並木  203,鹿児島本線南福岡駅 徒歩5分 西鉄天神大牟田線雑餉隈駅 徒歩8分 西鉄天神大牟田線春日原駅 徒歩17分 ,72.3㎡ / 約21.87坪,nan,3SLDK,ＬＤＫ14.3／洋5.5／洋4.5／洋4.4, 東,nan,nan,nan,空有　9900円,nan,　,nan,nan,1ヶ月 / 13.2万円,1.5ヶ月 / 19.8万円,nan,無,nan,無,6500円,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,その他,nan,nan,地上3階建,2階部分,2022[R4]年12月（新築）,空家,相談　,都市ガス　 電気　 上水道　 下水道　 エアコン　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ウォークインクローゼット　 システムキッチン　 カウンターキッチン　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",博多
5.0,99298325,2022年12月05日,2022年12月19日,福岡市博多区吉塚２丁目17-24  mapを見る,スマートホテル  205,鹿児島本線吉塚駅 徒歩7分 駅までmap ,壁芯18.78㎡ / 約5.68坪,nan,1K,ロフト, 1.62㎡,nan,nan,nan,無,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,3000円,無,有 日本セーフティー株式会社（更新料：月払い800円　※収納代行必須。）※契約者や条件によっては、内容が変更になる場合があります。,総額賃料の50％,有、貸主指定保険加入必須（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,くらしーど24M：550円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,2007[H19]年1月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 システムキッチン　 室内洗濯機置場　 ロフト　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 出窓　 ２口コンロ　 インターネット使い放題　 内廊下　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　 角部屋　,"【その他初期費用】・鍵交換費：16,500円（税込）・クリーンコート（抗菌施工費）：11,000円（税込）【退去時】・退去時清掃費：33,000円（税込）【更新時】・更新事務手数料：11,000円（税込）/2年毎",代理,nan,"
",博多
2.8,98752772,2022年12月05日,2022年12月19日,福岡市博多区吉塚２丁目18-9  mapを見る,コンフォートヒルズ吉塚  202,篠栗線吉塚駅 徒歩9分 駅までmap 鹿児島本線吉塚駅 徒歩8分 駅までmap 吉塚二丁目バス停 徒歩5分 ,壁芯20㎡ / 約6.05坪,nan,ワンルーム,洋6,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,無,3000円,無,有 アシスト保証※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,退去時清掃代：4万4000円鍵交換代：1万6500円安心サポート入会費：5000円,nan,町費：350円 / 月安心サポート（保険）：1500円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,1991[H3]年8月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ガスコンロ設置可　 洗濯機置場　 ロフト　 フローリング　 バルコニー　,ペット不可　,"当社の空室資料はこちらからダウンロードできます。ＩＤ、ＰＡＳＳは直接ご連絡下さい！！【ゼロ不動産管理ホームページ】http://www.zerokanri.co.jp/trader/index.html【初期費用】鍵交換代：19,800円  16,500円 ※物件により異なります。消毒代：13,750円 19,800 ※間取りで異なります。保証会社：保証人有40％ ※月額賃料50,000未満の場合 最低保証料 20,000　保証人無50％ ※月額賃料50,000未満の場合 最低保証料 25,000事務手数料：13,200円安心サポート：初回入会金5,000円　　月額1,500円 月額1.800 ※間取りで変更あり※安心サポートには24時間緊急サポートと家財保険が含まれます。",代理,nan,"
",博多
2.6,98217243,2022年12月05日,2022年12月19日,福岡市博多区相生町２丁目1-22  mapを見る,ハーベスト相生  202,鹿児島本線南福岡駅 徒歩6分 駅までmap ,壁芯20㎡ / 約6.05坪,nan,1SK,洋6, 南西,nan,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,無,3000円,無,有 アシスト保証※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,退去時清掃代：4万4000円鍵交換代：1万9800円安心サポート入会金：5000円,nan,町費：400円 / 月安心サポート：1500円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,1996[H8]年8月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ガスコンロ設置可　 ロフト　 フローリング　 駐輪場　,ペット不可　 日当り良好　,"当社の空室資料はこちらからダウンロードできます。ＩＤ、ＰＡＳＳは直接ご連絡下さい！！【ゼロ不動産管理ホームページ】http://www.zerokanri.co.jp/trader/index.html【初期費用】鍵交換代：19,800円  16,500円 ※物件により異なります。消毒代：13,750円 19,800 ※間取りで異なります。保証会社：保証人有40％ ※月額賃料50,000未満の場合 最低保証料 20,000　保証人無50％ ※月額賃料50,000未満の場合 最低保証料 25,000事務手数料：13,200円安心サポート：初回入会金5,000円　　月額1,500円 月額1.800 ※間取りで変更あり※安心サポートには24時間緊急サポートと家財保険が含まれます。",代理,nan,"
",博多
7.3,98432031,2022年12月06日,2022年12月20日,福岡市博多区博多駅前１丁目28-33  mapを見る,アルファコンフォート博多  409,福岡市空港線博多駅 徒歩8分 駅までmap 福岡市空港線祇園駅 徒歩5分 駅までmap 福岡市箱崎線呉服町駅 徒歩14分 駅までmap ,24.33㎡ / 約7.36坪,nan,ワンルーム,nan, 南,nan,nan,nan,空有　2万円,nan,　,nan,nan,無,2ヶ月,nan,無,nan,2万5000円,nan,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,給湯料：5000円オゾン消毒：1万8000円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上11階建,4階部分,1996[H8]年2月,居住中,相談　2023年1月中旬,エアコン　 ボイラー式給湯システム　 ＢＳ端子　 ＣＳ　 室内洗濯機置場　 洗濯乾燥機　 照明器具付き　 エレベーター　 駐輪場　 24時間セキュリティ　,nan,nan,貸主,nan,"
",博多
4.3,99261182,2022年12月05日,2022年12月19日,福岡市博多区美野島３丁目1-34  mapを見る,ビジネス・ワン美野島  405,鹿児島本線博多駅 徒歩18分 駅までmap 美野島三丁目バス停 徒歩2分 ,壁芯24.65㎡ / 約7.46坪,nan,1K,nan,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,無,4000円,300円,有 ジェイリース株式会社（毎月保証料必須、年毎保証料必須）※契約者や条件によっては、内容が変更になる場合があります。,月額総額50％,有、17000円、2年、東京海上ミレア少額短期（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,鍵交換代：1万9800円,nan,毎月保証料：1000円 / 月年毎保証料：1万5000円 / 年,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上8階建,4階部分,1994[H6]年3月,居住中,相談　（2022年7月31日退去予定）,エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 ＩＨクッキングヒーター　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 オール電化　 防犯カメラ　 シューズボックス　 敷地内ゴミ置き場　,ペット相談可　 小型犬可　 猫可　 角部屋　,"春入居相談可能！★ペット飼育可（犬・猫OK）※1匹まで備考（一般公開）ふれんず専用備考【詳細問合せ先】092-534-6805★毎月保証料にはお部屋トラブル緊急駆付けサービスと口座振替手数料が含まれています★【初期費用】家賃・町費・毎月保証料　※自転車の駐輪については要確認鍵交換代　　　１９，８００円（税込）火災保険料　　１７，０００円/２年間　※月額制利用可 800円/月契約事務手数料　５，５００円（税込）※仲介業者様へご請求させていただきます。保証会社保証料　ジェイリース　初回保証料　家賃総額の半月分　※年毎保証料　15,000円【特約事項】短期解約違約金　1年未満2ヶ月、2年未満1ヶ月更新事務手数料　なし退去時クリーニング代　　33,000円（税込）故意・過失実費精算ペット飼育時の条件変更（1）礼金+2ヶ月（2）退去時清掃代 55,000円（税込）＊故意、過失実費精算業者間備考AD＝100　旧）テンダーライト博多",貸主,nan,"
										TEL：092-534-6805
",博多
8.3,98490143,2022年12月06日,2022年12月20日,福岡市博多区中洲５丁目４－６  mapを見る,リバーフェイス博多  1107,福岡市空港線中洲川端駅 徒歩2分 駅までmap 福岡市箱崎線中洲川端駅 徒歩2分 駅までmap 西鉄天神大牟田線西鉄福岡（天神）駅 徒歩8分 駅までmap ,37.31㎡ / 約11.29坪,nan,1LDK,ＬＤＫ10.5／洋4.1, 南東,nan,nan,nan,空有　2万3100円,nan,　,nan,2万1000円,無,無,nan,無,nan,無,5000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上14階建,11階部分,2006[H18]年3月,居住中,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＢＳ端子　 ＣＳ　 室内洗濯機置場　 フローリング　 エレベーター　 オートロック　 宅配ボックス　 駐輪場　 ２口コンロ　 独立洗面脱衣所　 防犯カメラ　,nan,オートロック・防犯カメラ完備でセキュリティも安心です。駐車場の空きについては要確認,専任媒介,nan,"
",博多
6.4,98636796,2022年12月06日,2022年12月20日,福岡市博多区博多駅前１丁目28-33  mapを見る,アルファコンフォート博多  904,福岡市空港線博多駅 徒歩8分 駅までmap 福岡市空港線祇園駅 徒歩5分 駅までmap 福岡市箱崎線呉服町駅 徒歩14分 駅までmap ,20.83㎡ / 約6.30坪,nan,ワンルーム,nan, 南,nan,nan,nan,空有　2万円,nan,　,nan,nan,無,2ヶ月,nan,無,nan,2万5000円,nan,無,nan,nan,無,無,給湯料：5000円オゾン消毒費：1万8000円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上11階建,9階部分,1996[H8]年2月,空家,相談　,エアコン　 ボイラー式給湯システム　 ＢＳ端子　 ＣＳ　 室内洗濯機置場　 洗濯乾燥機　 フローリング　 照明器具付き　 バルコニー　 エレベーター　 駐輪場　 24時間セキュリティ　,nan,nan,貸主,nan,"
",博多
5.8,99157764,2022年12月05日,2022年12月19日,福岡市博多区須崎町６－１２  mapを見る,アーバンフラッツ天神東Ⅱ  808,福岡市空港線中洲川端駅 徒歩6分 駅までmap 福岡市箱崎線呉服町駅 徒歩8分 駅までmap 福岡市空港線天神駅 徒歩10分 駅までmap ,23.42㎡ / 約7.08坪,nan,1K,Ｋ2.4／洋7.2, 南東,nan,nan,nan,空有　1万9800円,nan,　,nan,nan,無,1ヶ月 / 5.8万円,nan,0.66万円 ,nan,無,4000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上13階建,8階部分,2007[H19]年5月,空家,相談　,プロパンガス　 電気　 上水道　 エアコン　 給湯　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 ＣＳ　 室内洗濯機置場　 フローリング　 照明器具付き　 オートロック　 宅配ボックス　 駐輪場　 防犯カメラ　,nan,天神へも徒歩圏内です！川端商店街も近く生活に便利です！駐車場の空きについては要確認,専任媒介,nan,"
",博多
4.3,99272861,2022年12月06日,2022年12月20日,福岡市博多区東雲町１丁目2-3  mapを見る,クリスタルビル  301,西鉄天神大牟田線雑餉隈駅 徒歩5分 駅までmap 鹿児島本線南福岡駅 徒歩10分 駅までmap ,22.8㎡ / 約6.90坪,nan,1K,nan, 東,nan,nan,nan,空無,nan,　,nan,nan,無,1ヶ月,nan,無,nan,2000円,nan,無,有 SEM保証（SEM保証不可の場合、他保証会社使用可能）※契約者や条件によっては、内容が変更になる場合があります。,【オリコフォレントインシュアによる審査・口座振替】 ・初回保証料:賃料合計の50％(最低保証料なし) ・月額支払手数料:賃料合計の1％(変動費がある場合変動費含む合計の1％) ※更新料1年毎10000,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,カギ交換費用：1万7600円退去時清掃代：4万3000円,nan,町内会費：400円 / 月緊急サポート（SEE：880円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,3階部分,1998[H10]年5月,空家,即時　,都市ガス　 エアコン　 トイレ　 バス・トイレ別　 洗面所　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 防犯カメラ　,角部屋　,オートロック・EV付き、独立洗面台付、室内洗濯機置き場付、BT別。　天神・博多への利便性良しのW沿線。 / 【サービス品】洋室天井照明器具1基,代理,nan,"
",博多
6.0,99295825,2022年12月05日,2022年12月19日,福岡市博多区博多駅南１丁目14-6  mapを見る,クレベール博多  402,福岡市空港線博多駅 徒歩8分 駅までmap 鹿児島本線博多駅 徒歩8分 駅までmap 福岡市空港線東比恵駅 徒歩15分 駅までmap ,34.74㎡ / 約10.51坪,nan,1LDK,ＬＤＫ9.4／洋6, 東,nan,nan,nan,空無,nan,　,nan,nan,無,12万円,nan,無,nan,無,5000円,無,有（加入必須）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、FIS住宅保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,契約事務手数料：1万2100円ルームクリーニング代：4万4000円鍵交換代：1万8700円消毒代：1万1000円,nan,水町費：3300円 / 月Goodプレミアム：880円 / 月,nan,1年,nan,nan,nan,ＲＣ,nan,nan,地上11階建,4階部分,2001[H13]年3月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＢＳ端子　 収納スペース　 洗面所　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 駐輪場　 ２口コンロ　 独立洗面脱衣所　 防犯カメラ　 全居室フローリング　 光ファイバー　 シューズボックス　,ペット不可　 外観タイル張り　,nan,代理,nan,"
",博多
7.5,99274513,2022年12月05日,2022年12月19日,福岡市博多区冷泉町8-17  mapを見る,まるじんビル  502,福岡市箱崎線呉服町駅 徒歩7分 駅までmap 福岡市空港線中洲川端駅 徒歩7分 駅までmap 福岡市箱崎線中洲川端駅 徒歩7分 駅までmap ,内法43.75㎡ / 約13.23坪,nan,1LDK,Ｋ2.2／その他7.9／洋5.7, 南東 8.1㎡,nan,福岡市立博多小学校　距離840ｍ,福岡市立博多中学校　距離1104ｍ,無,nan,　,nan,nan,1ヶ月 / 7.5万円,2ヶ月 / 15万円,実費,無,nan,無,3000円,無,有 全保連※契約者や条件によっては、内容が変更になる場合があります。,nan,有、20000円、2年、あいおいニッセイ同和損害保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,電子錠管理費：1万5400円,nan,町費：500円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上5階建,5階部分,1969[S44]年4月,空家,即時　,都市ガス　 給湯　 トイレ　 シャワー　 収納スペース　 ウォークインクローゼット　 システムキッチン　 カウンターキッチン　 フローリング　 バルコニー　 ２口コンロ　 シューズボックス　,ペット相談可　 小型犬可　 事務所使用可　,"※補助錠必要な場合は交換費15,400円ペット飼育の際は礼金1ヶ月プラスになります(サービス品：エアコン)内覧日等は要相談となります",専任媒介,nan,"
										TEL：092-751-2000
",博多
4.5,99247057,2022年12月05日,2022年12月19日,福岡市博多区東比恵３丁目24番26号  mapを見る,ベアージュ博多  507号室,福岡市空港線東比恵駅 徒歩5分 駅までmap 鹿児島本線博多駅 徒歩21分 駅までmap 東光小学校前バス停 徒歩6分 ,24㎡ / 約7.26坪,nan,1K,洋7, 南西 3.6㎡,nan,nan,nan,空無　1万4300円,自走（平置きも含む）,【 屋根状況　屋根なし 】　,随時確認要　個別契約の場合、敷金1ヶ月,nan,2ヶ月 / 9万円,無,敷引 2ヶ月9万円 ,無,nan,無,3000円,無,"有 賃貸保証シーアイゼット（更新料2,000円／年額、審査事務手数料1,000円（税別））※契約者や条件によっては、内容が変更になる場合があります。",賃料等総合計の67.5％,有、18000円、2年、宅建ファミリー共済（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換費：1万6500円,nan,水町費：3000円 / 月シード24：800円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上8階建,5階部分,1999[H11]年2月,空家,相談　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ＩＨクッキングヒーター　 室内洗濯機置場　 フローリング　 照明器具付き　 バルコニー　 エレベーター　 オートロック　 宅配ボックス　 駐輪場　 防犯カメラ　 火災報知機　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　,駐輪シール500円大型バイク駐輪不可,専任媒介,nan,"
",博多
4.3,99308107,2022年12月05日,2022年12月19日,福岡市博多区空港前３丁目10-3  mapを見る,サンヴューパレス空港  208,福岡市空港線福岡空港駅 徒歩3分 駅までmap ,22.7㎡ / 約6.87坪,nan,ワンルーム,洋8, 南,nan,nan,nan,空無,nan,　,nan,nan,無,無,nan,無,nan,3000円,nan,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,最低保証料2.5万円,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,nan,インターネット工事費：1万6500円,くらシード24M：800円 / 月保険料：800円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,3階部分,1991[H3]年3月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ベッド　 収納スペース　 ＩＨクッキングヒーター　 洗面台　 室内洗濯機置場　 バルコニー　 オートロック　 宅配ボックス　 駐輪場　 インターネット使い放題　 インターネット対応　 光ファイバー　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 外観タイル張り　 眺望良好　,"12/7解約予定詳細 　 保険料・・・・800円/月鍵代・・・・・16,500円 保証料・・・・ジェイリース　最低保証料2.5万円(更新料1万円)又は家賃総額100％　400円/月額保証料　　　　　　　　　　　　　　学生プラン1万円消毒・・・・・16,500円 インターネット工事費・16,500円事務手数料・・11,000円 【特約】 ・契約開始日より12ケ月未満での解約は家賃2ケ月分、24ケ月未満解約は家賃1ケ月分申し受けます。・解約時ハウスクリーニング代として家賃1ケ分、故意過失による破損・汚損・タバコのヤニ汚れは実費 ・ペット飼育不可 ・家具家電は貸与品になり破損した場合は交換いたしません。過失による破損は実費請求いたします。",代理,斉藤,"
										TEL：092-737-7051
										メールアドレス：kanri@inet-hre.com
",博多
